"delta_gen","s_gen","delta_epi","s_epi"
-0.280904142031622,0.0449303007796873,-0.0531481769774618,0.0484432838840094
-0.123061790701408,0.0896113416915129,-0.121726074137243,0.0847952214820532
-0.405565210384904,0.0896113416915129,-0.181460089154495,0.0847952214820532
-0.170489980425689,0.127563734107945,-0.164946086053882,0.135099621670319
-0.0960482645957295,0.127563734107945,0.0296142449045986,0.135099621670319
-0.0223594092719963,0.00327624289878105,-0.0223594092719963,0.00327624289878105
-0.210751841038433,0.00327624289878105,-0.210751841038433,0.00327624289878105
-0.207693032563812,0.00141269050253456,-0.207693032563812,0.00141269050253456
-0.0308331753611634,0.00141269050253456,-0.0308331753611634,0.00141269050253456
-0.207693032563812,0.0702142122884281,-0.207693032563812,0.0702142122884281
-0.182280400438186,0.0702142122884281,-0.182280400438186,0.0702142122884281
-0.0463036347372737,0.208705474154387,-0.0463036347372737,0.208705474154387
-0.182280400438186,0.208705474154387,-0.182280400438186,0.208705474154387
-0.318471613776564,0.0284382747311014,-0.0970144085736545,0.0221404562207386
-0.117304354949996,0.0284382747311014,-0.117304354949996,0.0221404562207386
-0.208810738119777,0.0687044636426239,-0.208810738119777,0.0687044636426239
-0.171231814611827,0.0687044636426239,-0.171231814611827,0.0687044636426239
-0.0938399993490704,0.284605962100829,-0.0893304813909172,0.290998821696356
-0.00219702957131798,0.284605962100829,0.169233919502365,0.290998821696356
-0.235929040959667,0.129405179146168,-0.235929040959667,0.129405179146168
-0.0154237646309227,0.129405179146168,-0.0154237646309227,0.129405179146168
-0.365514287803261,0.0452341381847687,-0.365514287803261,0.0452341381847687
-0.0299163556270379,0.0452341381847687,-0.0299163556270379,0.0452341381847687
-0.365514287803261,0.178649799727445,-0.365514287803261,0.178649799727445
-0.194744881930044,0.178649799727445,-0.194744881930044,0.178649799727445
-0.0299163556270379,0.125615308385228,-0.0299163556270379,0.125615308385228
-0.194744881930044,0.125615308385228,-0.194744881930044,0.125615308385228
-0.275166604413201,0.0453171611870281,-0.0961094364465507,0.0409592799705582
-0.0284990320287973,0.0453171611870281,-0.0284990320287973,0.0409592799705582
-0.071898238936511,0.0769025496431409,-0.071898238936511,0.0769025496431409
-0.0284990320287973,0.0769025496431409,-0.0284990320287973,0.0769025496431409
-0.392972646972061,0.127641890624024,-0.392972646972061,0.127641890624024
-0.0284990320287973,0.127641890624024,-0.0284990320287973,0.127641890624024
-0.0706160732423087,0.0302160814237906,-0.0667252920799361,0.03452898721802
-0.0314211908649114,0.0302160814237906,-0.0175185007270936,0.03452898721802
-0.0706160732423087,0.0787557427484595,-0.0667252920799361,0.0832718554138997
-0.248333434867445,0.0787557427484595,-0.0215189458524359,0.0832718554138997
-0.0978747628621232,0.0471160004196261,-0.0978747628621232,0.0471160004196261
-0.284608949370856,0.0471160004196261,-0.284608949370856,0.0471160004196261
-0.582462462232348,0.110915496903383,-0.099143502789788,0.102857947879758
-0.127515417014781,0.110915496903383,-0.127515417014781,0.102857947879758
-0.0920708031969934,0.0326828091528074,-0.0920708031969934,0.0326828091528074
-0.359593326207856,0.0326828091528074,-0.359593326207856,0.0326828091528074
-0.0920708031969934,0.161123942077501,-0.0920708031969934,0.161123942077501
-0.127515417014781,0.161123942077501,-0.127515417014781,0.161123942077501
-0.0920708031969934,0.000600503912659018,-0.0920708031969934,0.000600503912659018
-0.289809517041109,0.000600503912659018,-0.289809517041109,0.000600503912659018
-0.359593326207856,0.125473316688772,-0.359593326207856,0.125473316688772
-0.127515417014781,0.125473316688772,-0.127515417014781,0.125473316688772
-0.127515417014781,0.0150625504532857,-0.127515417014781,0.0150625504532857
-0.289809517041109,0.0150625504532857,-0.289809517041109,0.0150625504532857
-0.0239535762122939,0.0800365294258048,-0.0221477956597376,0.0820347017599843
-0.183870938417602,0.0800365294258048,-0.0209518516203215,0.0820347017599843
-0.214625607962781,0.0451955574605553,-0.208887613620078,0.0528318214596534
-0.0966935269425376,0.0451955574605553,-0.0370385022076673,0.0528318214596534
-0.214625607962781,0.013104344863285,-0.208887613620078,0.0205061484595477
-0.212413037730923,0.013104344863285,-0.0757147995808588,0.0205061484595477
-0.0669703832860612,0.0407458671627373,-0.0631965486899235,0.0449553827975344
-0.112328982336393,0.0407458671627373,-0.0464583849220867,0.0449553827975344
-0.0669703832860612,0.173184512997735,-0.0631965486899235,0.177929704600974
-0.114414598864856,0.173184512997735,0.0657827535112041,0.177929704600974
-0.265990640808973,0.203305819722023,-0.269477364803651,0.201260265736367
-0.112328982336393,0.203305819722023,-0.0464583849220867,0.201260265736367
-0.265990640808973,0.0613291913465029,-0.269477364803651,0.0626009505966158
-0.100200995711881,0.0613291913465029,-0.0812856078073841,0.0626009505966158
-0.265990640808973,0.0799714398701815,-0.269477364803651,0.0771139107077271
-0.114414598864856,0.0799714398701815,0.0657827535112041,0.0771139107077271
-0.112328982336393,0.203263549594004,-0.0464583849220867,0.454752424662146
-0.100200995711881,0.203263549594004,-0.0812856078073841,0.454752424662146
-0.112328982336393,0.125128821416867,-0.0464583849220867,0.184515266237475
-0.114414598864856,0.125128821416867,0.0657827535112041,0.184515266237475
-0.100200995711881,0.154279161740634,-0.0812856078073841,0.267907420777821
-0.114414598864856,0.154279161740634,0.0657827535112041,0.267907420777821
-0.123000488152887,0.139626163593393,-0.117953848959692,0.146184071534149
-0.198910100459368,0.139626163593393,0.0354489942351164,0.146184071534149
-0.123000488152887,0.0325436517203558,-0.117953848959692,0.0384853600007648
-0.0678225717527004,0.0325436517203558,-0.0372282856449804,0.0384853600007648
-0.0407879480381793,0.292076771411166,-0.0380608761578014,0.295750188799321
-0.0917463251766327,0.292076771411166,0.170565237376225,0.295750188799321
-0.152196121971781,0.133732643372816,-0.1354097776058,0.36904867612376
-0.0917463251766327,0.133732643372816,0.170565237376225,0.36904867612376
-0.152196121971781,0.0875788314803681,-0.1354097776058,0.193211261542663
-0.050928334075138,0.0875788314803681,-0.0514468250632846,0.193211261542663
-0.0917463251766327,0.133772470910176,0.170565237376225,0.130490486632728
-0.30840556805962,0.133772470910176,-0.312514604107794,0.130490486632728
-0.30840556805962,0.0175650012038464,-0.312514604107794,0.0136579589007169
-0.050928334075138,0.0175650012038464,-0.0514468250632846,0.0136579589007169
-0.0781506455880012,0.007075876648236,-0.0781506455880012,0.007075876648236
-0.137707225848647,0.007075876648236,-0.137707225848647,0.007075876648236
-0.159143535657444,0.146830282375137,-0.159143535657444,0.146830282375137
-0.128457740079422,0.146830282375137,-0.128457740079422,0.146830282375137
-0.159143535657444,0.107898260779074,-0.159143535657444,0.107898260779074
-0.22794329341488,0.107898260779074,-0.22794329341488,0.107898260779074
-0.122887332467257,0.071967817469539,-0.122887332467257,0.071967817469539
-0.22794329341488,0.071967817469539,-0.22794329341488,0.071967817469539
-0.335986674324243,0.0177155638228641,-0.0972934244931599,0.00988361780485065
-0.242940295532829,0.0177155638228641,-0.242940295532829,0.00988361780485065
-0.156942222879555,0.295193291868358,-0.117398170334695,0.300179762674934
-0.111123441395734,0.295193291868358,-0.0902809435388287,0.300179762674934
-0.111123441395734,0.0663555277516555,-0.0902809435388287,0.0728297597856075
-0.131838745317992,0.0663555277516555,-0.111027386830036,0.0728297597856075
-0.072415096264224,0.0102401982302995,-0.0684687984693969,0.0145381429795788
-0.35350641163006,0.0102401982302995,-0.0845006822240615,0.0145381429795788
-0.247448777046075,0.109011293916966,-0.0952873343760167,0.100023850093237
-0.229367703742158,0.109011293916966,-0.229367703742158,0.100023850093237
-0.200059286696653,0.472563504802979,-0.200059286696653,0.472563504802979
-0.229367703742158,0.472563504802979,-0.229367703742158,0.472563504802979
-0.161789713508293,0.199752218460381,-0.0895971047315724,0.189238298893805
-0.303999672694903,0.199752218460381,-0.303999672694903,0.189238298893805
-0.188791577676448,0.0140856801420638,-0.188791577676448,0.0140856801420638
-0.466095548683695,0.0140856801420638,-0.466095548683695,0.0140856801420638
-0.188791577676448,0.493305563320511,-0.188791577676448,0.493305563320511
-0.303999672694903,0.493305563320511,-0.303999672694903,0.493305563320511
-0.305117720184786,0.327816509065446,-0.299440374685945,0.338665070469305
-0.216087838204005,0.327816509065446,0.207288636666369,0.338665070469305
-0.183918899399194,0.0667949290413705,-0.183355030101908,0.0660857431305099
-0.216087838204005,0.0667949290413705,0.207288636666369,0.0660857431305099
-0.419879941378012,0.244678309690347,-0.414751166395754,0.25568236804141
-0.265170708581804,0.244678309690347,0.132449846971242,0.25568236804141
-0.0432303848427077,0.159852834313487,-0.0403879217029496,0.163298636601572
-0.102165955147019,0.159852834313487,0.0534374959027206,0.163298636601572
-0.365250552962808,0.0537286287101371,-0.233983326568237,0.049302292022476
-0.102165955147019,0.0537286287101371,0.0534374959027206,0.049302292022476
-0.102165955147019,0.0593807901851887,0.0534374959027206,0.135559555658121
-0.128466781131674,0.0593807901851887,-0.115664178483142,0.135559555658121
-0.231543421799978,0.0181642957394065,-0.094683594688009,0.0108841203674922
-0.191883308846877,0.0181642957394065,-0.191883308846877,0.0108841203674922
-0.119036888679675,0.120706709521315,-0.119036888679675,0.120706709521315
-0.191883308846877,0.120706709521315,-0.191883308846877,0.120706709521315
-0.119036888679675,0.310464949970211,-0.119036888679675,0.310464949970211
-0.00654888436918441,0.310464949970211,-0.00654888436918441,0.310464949970211
-0.191883308846877,0.343709836443451,-0.191883308846877,0.343709836443451
-0.00654888436918441,0.343709836443451,-0.00654888436918441,0.343709836443451
-0.210031877452387,0.0375584064548529,-0.2007910900989,0.201352202533586
-0.105838011854162,0.0375584064548529,-0.071418586750251,0.201352202533586
-0.119704768350255,0.0404209364542009,-0.120774887289485,0.230690396604448
-0.105838011854162,0.0404209364542009,-0.071418586750251,0.230690396604448
-0.241909434011647,0.0253687719568504,-0.241909434011647,0.0253687719568504
-0.0853462676457263,0.0253687719568504,-0.0853462676457263,0.0253687719568504
-0.0789757701844587,0.473836479089639,-0.0748385837397816,0.480456865508986
-0.207116127059595,0.473836479089639,0.334570355201662,0.480456865508986
-0.0789757701844587,0.427746325808706,-0.0748385837397816,0.434159677981598
-0.155662671407898,0.427746325808706,0.293424229384309,0.434159677981598
-0.207116127059595,0.269456887949167,0.334570355201662,0.268117321518121
-0.155662671407898,0.269456887949167,0.293424229384309,0.268117321518121
-0.212856764137744,0.0322817523307762,-0.212856764137744,0.0322817523307762
-0.354910453512214,0.0322817523307762,-0.354910453512214,0.0322817523307762
-0.200016268606843,0.0514141102461485,-0.0930420500082077,0.0456078200813204
-0.0691908074010516,0.0514141102461485,-0.0691908074010516,0.0456078200813204
-0.0691908074010516,0.182515646697157,-0.0691908074010516,0.182515646697157
-0.287333717543007,0.182515646697157,-0.287333717543007,0.182515646697157
-0.0691908074010516,0.220689323931102,-0.0691908074010516,0.220689323931102
-0.312610650626943,0.220689323931102,-0.312610650626943,0.220689323931102
-0.114707341733283,0.124690676274371,-0.109791286252472,0.130936115804096
-0.334883022332373,0.124690676274371,0.0199562827798079,0.130936115804096
-0.114707341733283,0.160997662134593,-0.109791286252472,0.167444715396414
-0.375414887683721,0.160997662134593,0.0524029066995053,0.167444715396414
-0.311730095867895,0.0345069017562051,-0.0968957287943921,0.0274884052065201
-0.151525203766742,0.0345069017562051,-0.151525203766742,0.0274884052065201
-0.127644381203326,0.033028092805624,-0.127644381203326,0.033028092805624
-0.283502337785685,0.033028092805624,-0.283502337785685,0.033028092805624
-0.151525203766742,0.123165400009124,-0.151525203766742,0.123165400009124
-0.283502337785685,0.123165400009124,-0.283502337785685,0.123165400009124
-0.151525203766742,0.0264035626186684,-0.151525203766742,0.0264035626186684
-0.190173502645764,0.0264035626186684,-0.190173502645764,0.0264035626186684
-0.179826838474576,0.0857012148516454,-0.174224456515674,0.0931173474248333
-0.168678329319103,0.0857012148516454,-0.0105066973124864,0.0931173474248333
-0.168678329319103,0.00537386786397973,-0.0105066973124864,0.167628227085165
-0.0382247436645593,0.00537386786397973,-0.0280664443209746,0.167628227085165
-0.306410283317307,0.0872554268671375,-0.306410283317307,0.0872554268671375
-0.23308885279679,0.0872554268671375,-0.23308885279679,0.0872554268671375
-0.441763889418329,0.00588619668512204,-0.436774965105585,0.0148757443108867
-0.426031863770224,0.00588619668512204,-0.0848923727270872,0.0148757443108867
-0.0249791538299052,0.0960028574868975,-0.0208668258738865,0.109895842532952
-0.426031863770224,0.0960028574868975,-0.0848923727270872,0.109895842532952
-0.0249791538299052,0.0148652179322224,-0.0208668258738865,0.0227812099011065
-0.491140309465666,0.0148652179322224,-0.210865170603309,0.0227812099011065
-0.354308261887956,0.144267326779537,-0.354308261887956,0.144267326779537
-0.111889051615989,0.144267326779537,-0.111889051615989,0.144267326779537
-0.304439368526721,0.0267716350213783,-0.304439368526721,0.0267716350213783
-0.202878931549301,0.0267716350213783,-0.202878931549301,0.0267716350213783
-0.238525588546428,0.14575215946754,-0.232755251132091,0.154434495280653
-0.339194813380377,0.14575215946754,0.0410039781729746,0.154434495280653
-0.238525588546428,0.0471364460922679,-0.232755251132091,0.0550714870101462
-0.0302653298946332,0.0471364460922679,-0.00825039393324836,0.0550714870101462
-0.254292438817889,0.242385785305292,-0.248522397590188,0.251998960194597
-0.283461991384106,0.242385785305292,0.128982115104028,0.251998960194597
-0.254292438817889,0.19762668346257,-0.248522397590188,0.206893527060103
-0.0538271738665483,0.19762668346257,0.093879992121462,0.206893527060103
-0.176405422236279,0.0262340879212307,-0.171570133907448,0.0281505901062413
-0.0538271738665483,0.0262340879212307,0.093879992121462,0.0281505901062413
-0.283461991384106,0.084340775654885,0.128982115104028,0.084512776872823
-0.242568555524165,0.084340775654885,-0.241361696502336,0.084512776872823
-0.283461991384106,0.0406957322723794,0.128982115104028,0.261586414349715
-0.0538271738665483,0.0406957322723794,0.093879992121462,0.261586414349715
-0.127554108930825,0.167011208805699,-0.122442255616688,0.173848985424783
-0.0780146194032138,0.167011208805699,0.0639297420511412,0.173848985424783
-0.0780146194032138,0.0140919547707118,0.0639297420511412,0.227044390665916
-0.0343812860374992,0.0140919547707118,-0.0271076964573841,0.227044390665916
-0.0766962007947192,0.1943840893409,-0.0766962007947192,0.1943840893409
-0.191803173821184,0.1943840893409,-0.191803173821184,0.1943840893409
-0.0762788082194129,0.000452064180463095,-0.0762788082194129,0.000452064180463095
-0.315455134122397,0.000452064180463095,-0.315455134122397,0.000452064180463095
-0.0762788082194129,0.194924027605406,-0.0762788082194129,0.194924027605406
-0.132746147556749,0.194924027605406,-0.132746147556749,0.194924027605406
-0.0703378747599902,0.00643152231678359,-0.0664558057882467,0.0106341637699479
-0.218755504262159,0.00643152231678359,-0.0847100047004387,0.0106341637699479
-0.0703378747599902,0.00688649395811196,-0.0664558057882467,0.0110910352749406
-0.389379983153086,0.00688649395811196,-0.087985222326792,0.0110910352749406
-0.0703378747599902,0.202609208155811,-0.0664558057882467,0.207631045407608
-0.158966410903627,0.202609208155811,0.0908711410482806,0.207631045407608
-0.168524576248056,0.228786088535786,-0.162994377270277,0.236958827472635
-0.140659852540352,0.228786088535786,0.117363364155126,0.236958827472635
-0.168524576248056,0.0288031291624706,-0.162994377270277,0.0356457679834206
-0.376088776807568,0.0288031291624706,-0.0658365944479385,0.0356457679834206
-0.140659852540352,0.021766738689883,0.117363364155126,0.0242853826725928
-0.376088776807568,0.021766738689883,-0.0658365944479385,0.0242853826725928
-0.149551991394745,0.0788378252942945,-0.149551991394745,0.0788378252942945
-0.108188214806114,0.0788378252942945,-0.108188214806114,0.0788378252942945
-0.149551991394745,0.130290123479057,-0.149551991394745,0.130290123479057
-0.329593306976279,0.130290123479057,-0.329593306976279,0.130290123479057
-0.108188214806114,0.301498232108635,-0.108188214806114,0.301498232108635
-0.329593306976279,0.301498232108635,-0.329593306976279,0.301498232108635
-0.0111300320721307,0.0233863047774775,-0.0100278826222699,0.0166021866672273
-0.150463884840648,0.0233863047774775,-0.150463884840648,0.0166021866672273
-0.173358808632233,0.206389136155474,-0.173358808632233,0.206389136155474
-0.150463884840648,0.206389136155474,-0.150463884840648,0.206389136155474
-0.031177241749097,0.0114004959490227,-0.031177241749097,0.0114004959490227
-0.150463884840648,0.0114004959490227,-0.150463884840648,0.0114004959490227
-0.211699860103382,0.0476923379755679,-0.211699860103382,0.0476923379755679
-0.150463884840648,0.0476923379755679,-0.150463884840648,0.0476923379755679
-0.406872024184202,0.151472710477727,-0.406872024184202,0.151472710477727
-0.189135890025795,0.151472710477727,-0.189135890025795,0.151472710477727
-0.048121644758363,0.0483295723778818,-0.048121644758363,0.0483295723778818
-0.130160975280301,0.0483295723778818,-0.130160975280301,0.0483295723778818
-0.270129430738556,0.00113449191356323,-0.0959775788027282,-0.00348839454502544
-0.0822263731809552,0.00113449191356323,-0.0822263731809552,-0.00348839454502544
-0.270129430738556,0.224604116037304,-0.0959775788027282,0.213721717293795
-0.32497476656972,0.224604116037304,-0.32497476656972,0.213721717293795
-0.0822263731809552,0.123147975727302,-0.0822263731809552,0.123147975727302
-0.156329639356166,0.123147975727302,-0.156329639356166,0.123147975727302
-0.0822263731809552,0.202978714457766,-0.0822263731809552,0.202978714457766
-0.32497476656972,0.202978714457766,-0.32497476656972,0.202978714457766
-0.0822263731809552,0.0790943770486621,-0.0822263731809552,0.0790943770486621
-0.47893332991951,0.0790943770486621,-0.47893332991951,0.0790943770486621
-0.156329639356166,0.107380048010414,-0.156329639356166,0.107380048010414
-0.32497476656972,0.107380048010414,-0.32497476656972,0.107380048010414
-0.0832664000370049,0.121875217365174,-0.0790136092795232,0.127079674314991
-0.0118808167013748,0.121875217365174,0.0355661490514956,0.127079674314991
-0.0832664000370049,0.201615491399561,-0.0790136092795232,0.207189869011636
-0.0216992068315583,0.201615491399561,0.0961092909633505,0.207189869011636
